run_accession	ega_sample_accession	ega_study_accession	ega_study_title	ega_study_description	ega_released_date	ega_status	ega_error
EGAR00001421094	EGAN00001374627	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421093	EGAN00001374121	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421095	EGAN00001374196	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421096	EGAN00001373926	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421097	EGAN00001373955	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421099	EGAN00001373682	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421100	EGAN00001373909	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421098	EGAN00001374551	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421102	EGAN00001374239	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001421101	EGAN00001374153	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
